home_WC_last5,home_D_PTS_last5,home_D_REB_last5,home_D_AST_last5,home_FT_PCT_last5,home_FG_PCT_last5,home_FG3_PCT_last5,away_WC_last5,away_D_PTS_last5,away_D_REB_last5,away_D_AST_last5,away_FT_PCT_last5,away_FG_PCT_last5,away_FG3_PCT_last5,home_days_passed,away_days_passed,HOME_WINS,GAME_DATE_EST
4,5.6,-0.8,1.2,0.733,0.4702,0.43079999999999996,4,8.0,6.2,5.0,0.7602,0.45299999999999996,0.34940000000000004,2.0,3.0,0,2005-02-03
2,-1.8,0.6,-3.0,0.7736,0.44719999999999993,0.3862,4,12.2,3.0,2.6,0.7605999999999999,0.4673999999999999,0.341,2.0,3.0,0,2005-02-03
0,-7.0,-6.0,-2.2,0.749,0.40659999999999996,0.3282,3,1.2,-0.2,0.8,0.8324,0.42940000000000006,0.33840000000000003,2.0,2.0,1,2005-02-04
3,5.4,-1.6,3.0,0.7598,0.4894,0.45359999999999995,3,0.6,1.0,-2.6,0.8248,0.45380000000000004,0.3472,2.0,3.0,1,2005-02-04
2,-5.6,-6.2,-2.6,0.7931999999999999,0.4304,0.3796,2,-0.6,-5.6,-1.8,0.7292,0.41739999999999994,0.36,2.0,3.0,1,2005-02-04
2,-6.4,-1.4,-4.4,0.7769999999999999,0.438,0.509,1,-8.4,-3.4,-2.8,0.6930000000000001,0.44320000000000004,0.3708,2.0,2.0,1,2005-02-04
3,-1.0,0.4,-2.0,0.76,0.44060000000000005,0.4114,2,-2.6,4.4,-0.6,0.6904,0.46340000000000003,0.4022,2.0,3.0,1,2005-02-04
3,1.0,-1.2,1.2,0.7343999999999999,0.44420000000000004,0.2904,1,-13.8,-5.4,-4.8,0.7346,0.4178,0.3774,2.0,3.0,1,2005-02-04
0,-10.0,-10.0,-1.2,0.6698000000000001,0.4356,0.3238,1,-5.2,0.6,-0.6,0.7048,0.44860000000000005,0.3792,2.0,2.0,1,2005-02-04
2,-5.0,-5.6,2.4,0.709,0.44060000000000005,0.3142,3,3.2,7.0,5.6,0.8058,0.454,0.39059999999999995,2.0,2.0,0,2005-02-04
2,-3.8,1.2,-4.6,0.8462,0.4364,0.2116,4,6.6,7.0,3.8,0.7482,0.47619999999999996,0.3744,3.0,1.0,1,2005-02-04
4,5.2,-5.6,5.2,0.7847999999999999,0.49660000000000004,0.5237999999999999,5,16.6,3.0,7.0,0.7858,0.4668,0.4062,3.0,3.0,1,2005-02-05
1,-3.0,-2.0,0.6,0.6971999999999999,0.43920000000000003,0.38239999999999996,2,-4.4,4.0,-5.4,0.8476000000000001,0.433,0.16699999999999998,1.0,1.0,1,2005-02-05
1,-8.6,-3.8,-0.4,0.708,0.4386,0.3758,1,-4.0,-5.4,0.2,0.7849999999999999,0.4022,0.3476,1.0,1.0,0,2005-02-05
4,8.2,6.8,2.4,0.7252,0.5024,0.42279999999999995,3,4.6,3.0,0.4,0.7472,0.4772,0.40599999999999997,2.0,4.0,1,2005-02-05
2,0.4,4.0,-0.2,0.7472,0.4508,0.29819999999999997,3,0.6,2.6,-2.0,0.8338000000000001,0.47139999999999993,0.37300000000000005,2.0,1.0,1,2005-02-05
3,2.6,2.6,-0.8,0.7906000000000001,0.4612,0.24899999999999997,1,-4.8,-5.8,1.6,0.6638,0.4258,0.3002,3.0,1.0,1,2005-02-05
1,-6.2,3.0,5.2,0.8352,0.4526,0.3128,1,-5.8,0.6,-2.0,0.7296,0.4438,0.36239999999999994,4.0,1.0,1,2005-02-05
4,10.2,3.0,2.2,0.7212,0.5034,0.4152,1,-11.0,-4.8,-4.2,0.6828000000000001,0.45499999999999996,0.3564,3.0,1.0,1,2005-02-05
3,-1.8,1.4,-7.8,0.8535999999999999,0.42379999999999995,0.3596,2,-4.0,5.6,0.4,0.7354,0.44719999999999993,0.39239999999999997,4.0,1.0,1,2005-02-05
3,-0.2,-1.6,-4.8,0.7434000000000001,0.4144,0.356,4,3.2,-1.4,0.0,0.7083999999999999,0.4608,0.40380000000000005,1.0,1.0,1,2005-02-05
2,-7.2,-5.4,-4.0,0.7356,0.42800000000000005,0.36439999999999995,3,3.0,1.0,1.4,0.8084,0.43899999999999995,0.36619999999999997,2.0,2.0,0,2005-02-06
3,-0.8,-0.4,-4.0,0.7726,0.4316,0.4438,3,3.0,1.0,1.4,0.7928,0.476,0.3722,2.0,2.0,1,2005-02-06
1,-9.6,-8.2,0.2,0.7356,0.42460000000000003,0.28579999999999994,3,5.0,-5.4,1.4,0.7972,0.495,0.39859999999999995,2.0,2.0,0,2005-02-06
3,3.4,9.0,5.2,0.8068,0.466,0.46699999999999997,2,-2.0,1.8,-5.4,0.7727999999999999,0.4526,0.38459999999999994,2.0,3.0,1,2005-02-06
1,-1.4,-2.0,2.4,0.6956,0.44580000000000003,0.364,2,-0.6,-5.0,-0.2,0.8022,0.41319999999999996,0.3292,2.0,2.0,1,2005-02-07
4,6.8,-4.8,5.2,0.7939999999999999,0.49820000000000003,0.497,4,0.4,-0.2,-4.4,0.7857999999999999,0.45119999999999993,0.4768,2.0,1.0,1,2005-02-07
1,-7.6,-0.6,1.6,0.678,0.4168,0.3328,2,1.0,7.8,-3.2,0.7628,0.4652,0.3654,2.0,1.0,1,2005-02-07
4,7.4,4.2,2.6,0.7318,0.4944,0.42700000000000005,1,-5.2,-6.8,2.2,0.692,0.41479999999999995,0.26280000000000003,2.0,2.0,1,2005-02-07
2,0.4,1.8,5.6,0.8406,0.466,0.3628,0,-13.2,-2.4,-7.4,0.6658000000000001,0.4572,0.3964,2.0,2.0,0,2005-02-07
2,1.6,3.6,-1.8,0.783,0.4274,0.2138,2,-6.0,-4.2,-2.6,0.7788,0.4558,0.4258,3.0,2.0,1,2005-02-08
2,-2.6,0.4,-1.6,0.7652,0.4758,0.3316,1,-6.4,-9.6,0.6,0.7363999999999999,0.4202,0.27840000000000004,3.0,1.0,0,2005-02-08
2,-5.2,4.4,0.2,0.7162,0.4516,0.3518,4,8.6,3.6,2.4,0.7828,0.46959999999999996,0.32739999999999997,3.0,5.0,0,2005-02-08
3,2.6,-1.2,0.4,0.7058,0.4824,0.449,0,-10.6,-6.2,3.6,0.7615999999999999,0.4384,0.2502,5.0,2.0,1,2005-02-08
3,3.4,1.0,0.2,0.7696,0.46959999999999996,0.3612,2,-2.6,4.6,-4.0,0.7092,0.46579999999999994,0.3522,2.0,3.0,0,2005-02-08
3,-1.2,0.4,-7.0,0.807,0.44079999999999997,0.38839999999999997,0,-9.8,0.0,-4.6,0.7786000000000001,0.4272,0.3868,3.0,3.0,1,2005-02-08
3,0.8,-0.6,1.8,0.6952,0.44320000000000004,0.4128,4,10.6,2.8,2.6,0.7445999999999999,0.49879999999999997,0.38180000000000003,3.0,3.0,0,2005-02-08
4,9.2,3.8,3.2,0.782,0.4934,0.3424,1,-2.0,0.6,4.6,0.8028000000000001,0.46159999999999995,0.3166,3.0,1.0,1,2005-02-08
2,-6.8,1.2,-5.0,0.842,0.4386,0.17479999999999998,4,7.4,-5.0,-0.6,0.8210000000000001,0.48100000000000004,0.3794,3.0,2.0,1,2005-02-08
4,2.4,-0.4,-3.6,0.8178000000000001,0.4436,0.3734,0,-11.2,-2.2,-3.6,0.8112,0.4136,0.36239999999999994,4.0,1.0,0,2005-02-09
0,-11.0,-4.4,4.4,0.7628,0.4588,0.2606,4,10.0,4.6,3.4,0.7912,0.4718,0.3674,1.0,1.0,1,2005-02-09
4,7.6,1.4,5.0,0.8196,0.4786,0.492,2,1.0,0.8,-4.0,0.7342,0.47140000000000004,0.36,2.0,2.0,0,2005-02-09
2,0.0,-4.8,0.0,0.8012,0.43359999999999993,0.3308,1,-10.4,-0.6,0.2,0.6918,0.4326,0.3406,2.0,1.0,1,2005-02-09
1,-6.6,-0.6,-6.2,0.7152000000000001,0.4782,0.4208,4,7.2,5.2,1.0,0.7148,0.5022,0.4358000000000001,2.0,2.0,0,2005-02-09
3,-2.4,-1.2,-5.6,0.7448,0.466,0.414,4,5.6,-1.4,0.6,0.6614,0.477,0.4396,2.0,1.0,0,2005-02-09
2,-7.2,-3.4,-4.0,0.7636000000000001,0.4572,0.4558,3,-0.8,2.8,-4.2,0.834,0.4584,0.2072,1.0,1.0,0,2005-02-09
3,1.8,-4.4,-0.8,0.7958000000000001,0.49260000000000004,0.3328,3,3.4,2.2,2.8,0.8206,0.49399999999999994,0.4222,1.0,3.0,1,2005-02-09
4,4.8,4.4,4.4,0.8112,0.4638,0.44719999999999993,2,-2.0,5.6,-3.2,0.6816000000000001,0.462,0.4004,3.0,1.0,1,2005-02-09
2,0.8,-1.4,2.2,0.6794,0.46180000000000004,0.4098,5,14.0,6.8,3.4,0.7516,0.47619999999999996,0.3458,2.0,1.0,1,2005-02-09
1,-4.6,0.8,-2.0,0.7838,0.4718,0.3436,2,-6.2,2.6,4.4,0.679,0.43179999999999996,0.30779999999999996,2.0,3.0,1,2005-02-10
4,8.8,2.0,2.4,0.773,0.4608,0.3746,2,-1.0,4.6,-3.8,0.7292,0.465,0.344,5.0,1.0,1,2005-02-10
4,4.0,4.2,-3.6,0.761,0.4748,0.3994,2,-1.6,-2.4,3.2,0.7367999999999999,0.4572,0.4614,2.0,2.0,1,2005-02-10
3,1.6,-2.6,0.8,0.8458,0.43979999999999997,0.3144,5,9.2,3.8,5.0,0.7567999999999999,0.4774,0.48180000000000006,2.0,2.0,0,2005-02-11
3,4.0,-2.0,4.4,0.8622,0.45359999999999995,0.43179999999999996,4,10.4,4.0,6.8,0.7338,0.466,0.32819999999999994,2.0,2.0,0,2005-02-11
2,-4.2,-4.4,-2.6,0.734,0.46699999999999997,0.43079999999999996,2,-3.2,-4.4,-5.8,0.7678,0.46699999999999997,0.37639999999999996,2.0,2.0,0,2005-02-11
3,3.6,0.8,-0.6,0.6856,0.4744,0.4302,2,0.2,-1.4,2.6,0.804,0.48819999999999997,0.4088,2.0,2.0,1,2005-02-11
1,-9.6,-2.0,-2.0,0.7718,0.43099999999999994,0.3836,4,6.6,6.0,1.4,0.7068,0.4986,0.4612,2.0,2.0,0,2005-02-11
4,3.4,-3.4,0.2,0.8093999999999999,0.491,0.3472,1,-6.4,0.8,-4.6,0.6952,0.46820000000000006,0.43079999999999996,2.0,2.0,1,2005-02-11
4,9.2,3.2,1.0,0.7274,0.49240000000000006,0.3444,4,5.0,5.6,-3.0,0.7854,0.47919999999999996,0.41,3.0,1.0,0,2005-02-11
3,4.8,5.2,1.2,0.7609999999999999,0.4598,0.26839999999999997,3,7.4,5.2,3.8,0.7726,0.4666,0.32199999999999995,3.0,2.0,0,2005-02-11
1,-3.6,-1.4,2.0,0.7584,0.4418,0.3266,1,-8.8,-2.6,3.2,0.7462,0.475,0.28040000000000004,3.0,2.0,1,2005-02-11
4,6.0,-1.8,0.4,0.7524,0.472,0.44800000000000006,3,-0.6,-5.2,-5.4,0.8516,0.4372,0.37879999999999997,2.0,2.0,1,2005-02-11
2,-2.2,-4.8,3.4,0.7562,0.4772,0.5064,3,2.8,-2.0,0.2,0.7776,0.47059999999999996,0.38780000000000003,1.0,3.0,0,2005-02-11
1,-7.6,0.4,-1.2,0.796,0.4084,0.37699999999999995,2,-3.4,-7.2,1.4,0.7567999999999999,0.42699999999999994,0.2734,2.0,3.0,1,2005-02-11
3,4.4,1.4,-2.2,0.7734,0.4798,0.4194,2,-3.4,3.6,1.0,0.7962,0.471,0.353,1.0,2.0,1,2005-02-12
4,10.8,4.6,3.4,0.7767999999999999,0.4548,0.389,4,6.0,1.0,-3.6,0.6849999999999999,0.4744,0.4206,2.0,1.0,1,2005-02-12
4,3.2,8.8,-4.2,0.8434000000000001,0.4728,0.2698,1,-7.4,-0.2,1.4,0.6746000000000001,0.43099999999999994,0.3432,3.0,2.0,1,2005-02-12
2,0.0,-5.6,1.8,0.8158,0.4404,0.4366,3,4.4,1.2,2.8,0.773,0.469,0.31899999999999995,2.0,2.0,1,2005-02-13
5,9.6,8.0,1.8,0.6235999999999999,0.506,0.47780000000000006,4,10.4,6.8,6.4,0.7404,0.45919999999999994,0.39799999999999996,2.0,2.0,1,2005-02-13
2,0.4,2.8,-0.6,0.732,0.4673999999999999,0.2468,1,-8.0,0.2,-8.0,0.7598,0.4466,0.315,2.0,3.0,1,2005-02-13
1,-6.6,-3.8,1.4,0.8488,0.48419999999999996,0.298,1,-6.2,5.4,-5.4,0.6524,0.42919999999999997,0.39459999999999995,2.0,4.0,0,2005-02-13
4,2.6,-2.6,-1.2,0.8178000000000001,0.489,0.35059999999999997,1,-3.4,-6.2,4.4,0.737,0.4896,0.5346,2.0,2.0,0,2005-02-13
1,-7.4,-9.2,-2.8,0.7188000000000001,0.46900000000000003,0.41719999999999996,1,-1.8,-1.8,4.6,0.7972,0.4838,0.43099999999999994,2.0,2.0,1,2005-02-13
1,-6.6,4.0,1.6,0.7782,0.4466,0.34839999999999993,2,-5.4,-0.6,0.0,0.8038000000000001,0.4391999999999999,0.4266,1.0,2.0,1,2005-02-13
1,-5.8,1.6,-3.0,0.6948000000000001,0.4854,0.3422,0,-12.4,-3.8,-1.0,0.7172000000000001,0.4098,0.4008,2.0,2.0,1,2005-02-13
3,0.2,-4.2,0.4,0.8054,0.44899999999999995,0.3498,4,5.8,-2.2,0.2,0.7318,0.44499999999999995,0.41479999999999995,2.0,2.0,1,2005-02-13
5,10.4,8.0,-3.8,0.7618,0.49160000000000004,0.4342,3,2.2,-3.2,0.4,0.7804,0.48040000000000005,0.41,2.0,2.0,0,2005-02-13
5,10.2,6.0,4.4,0.7752,0.4676,0.4864,3,0.8,-3.2,-3.2,0.7904,0.4486,0.3652,2.0,2.0,1,2005-02-13
2,-3.2,-6.6,0.2,0.7788,0.4353999999999999,0.3016,3,4.0,0.4,2.4,0.7438,0.47800000000000004,0.34079999999999994,2.0,2.0,0,2005-02-13
3,3.4,3.0,-4.6,0.774,0.48,0.3818,2,-5.0,0.4,-1.8,0.7806,0.45599999999999996,0.3324,2.0,1.0,1,2005-02-14
0,-10.6,-5.6,-3.6,0.7556,0.4248,0.41879999999999995,2,0.0,-3.8,-3.8,0.7363999999999999,0.45120000000000005,0.3706,1.0,1.0,0,2005-02-14
4,9.0,2.0,3.4,0.7646,0.4664,0.429,4,8.2,6.4,-2.0,0.8242,0.49560000000000004,0.3408,2.0,2.0,1,2005-02-14
2,-4.4,-0.4,0.6,0.781,0.4452,0.4382,4,2.4,1.0,-7.4,0.6912,0.4418,0.4082,1.0,2.0,1,2005-02-14
4,7.0,-3.8,4.2,0.7124,0.4808,0.38139999999999996,2,3.4,2.4,5.8,0.7352000000000001,0.4588,0.3592,1.0,3.0,1,2005-02-14
1,-5.6,-3.6,-2.2,0.7422,0.4286,0.30060000000000003,3,1.2,0.6,0.8,0.7628,0.48360000000000003,0.4016,2.0,2.0,0,2005-02-15
1,-8.4,-0.6,-7.4,0.782,0.426,0.3106,2,2.6,4.8,3.6,0.6996,0.47859999999999997,0.3774,2.0,1.0,1,2005-02-15
5,5.8,3.8,1.0,0.7405999999999999,0.43920000000000003,0.3744,3,-1.6,2.8,-12.2,0.7162,0.4284,0.392,2.0,1.0,1,2005-02-15
2,-4.6,3.4,-5.2,0.7024,0.4282,0.3718,1,-2.8,-4.0,5.8,0.7732,0.47759999999999997,0.5138,2.0,2.0,1,2005-02-15
1,-6.2,-1.0,0.6,0.8378,0.4688,0.3246,3,7.2,-4.0,6.0,0.7932,0.4673999999999999,0.4064,2.0,2.0,1,2005-02-15
1,-10.4,-0.8,1.4,0.7018,0.42400000000000004,0.3282,3,2.0,0.8,0.8,0.7814,0.46299999999999997,0.29799999999999993,3.0,2.0,0,2005-02-15
2,-3.6,2.8,2.2,0.7634000000000001,0.4516,0.31599999999999995,0,-3.0,-2.0,4.2,0.8072000000000001,0.4586,0.36319999999999997,2.0,2.0,1,2005-02-15
3,-0.6,-0.8,-2.8,0.7858,0.4864,0.352,3,3.0,-3.2,0.0,0.7442,0.4231999999999999,0.3614,3.0,3.0,1,2005-02-16
1,-7.4,-9.0,-1.2,0.7802,0.4596,0.4366,3,-1.6,6.0,-4.2,0.7168,0.43979999999999997,0.33619999999999994,3.0,1.0,0,2005-02-16
3,3.2,2.6,-3.2,0.7846,0.4814,0.3278,4,12.0,0.4,5.4,0.736,0.4824,0.4298,2.0,2.0,0,2005-02-16
0,-8.4,-1.8,-4.0,0.7682,0.4048,0.3964,3,-0.4,0.8,-0.8,0.75,0.4558,0.2592,2.0,1.0,1,2005-02-16
3,3.8,2.8,2.2,0.7732,0.4842000000000001,0.20400000000000001,1,-7.6,-1.8,2.0,0.694,0.43579999999999997,0.3016,3.0,1.0,1,2005-02-16
3,0.6,-1.8,0.0,0.7767999999999999,0.4382,0.36239999999999994,2,-1.8,-5.2,-1.4,0.7276,0.45840000000000003,0.369,3.0,2.0,1,2005-02-16
2,0.6,-7.0,3.4,0.7794000000000001,0.4206,0.3926,1,-2.6,-6.0,5.4,0.7710000000000001,0.4814,0.4856,1.0,1.0,1,2005-02-16
2,-3.6,-1.8,0.8,0.7525999999999999,0.47119999999999995,0.3276,3,3.0,3.0,-3.8,0.7656,0.4952,0.3842,2.0,2.0,1,2005-02-16
5,8.0,5.4,0.8,0.6256,0.5062,0.48,0,-3.6,0.0,3.6,0.7605999999999999,0.4506,0.36539999999999995,3.0,1.0,1,2005-02-16
3,-0.8,-2.2,5.2,0.7333999999999999,0.45699999999999996,0.4004,3,5.8,5.0,6.4,0.7464000000000001,0.44139999999999996,0.4149999999999999,2.0,3.0,0,2005-02-16
4,8.8,6.0,-3.0,0.7310000000000001,0.47719999999999996,0.40659999999999996,1,-3.8,-4.6,-0.6,0.702,0.4484,0.3338,3.0,1.0,0,2005-02-16
2,-3.4,0.4,-1.2,0.8118000000000001,0.454,0.3336,4,10.6,7.4,5.2,0.8038000000000001,0.49560000000000004,0.2374,2.0,1.0,1,2005-02-17
4,2.8,-7.2,4.0,0.7696,0.493,0.4034,4,2.8,1.4,1.4,0.7664,0.5082,0.39859999999999995,3.0,2.0,0,2005-02-17
1,-3.4,1.4,-3.8,0.7374,0.41899999999999993,0.379,3,3.0,3.4,-4.2,0.7310000000000001,0.48260000000000003,0.37320000000000003,6.0,6.0,0,2005-02-22
3,-0.8,5.4,1.8,0.8046,0.4518,0.27179999999999993,3,1.2,-1.2,2.4,0.7912,0.41859999999999997,0.35419999999999996,7.0,6.0,0,2005-02-22
2,0.8,-5.6,2.2,0.8056000000000001,0.41979999999999995,0.4176,1,-6.8,-10.2,-0.6,0.7742,0.4586,0.4276,6.0,6.0,0,2005-02-22
4,12.6,2.8,6.0,0.6814,0.48100000000000004,0.4266,2,-0.6,-1.2,4.2,0.786,0.49000000000000005,0.37560000000000004,6.0,6.0,1,2005-02-22
4,1.8,7.8,-2.0,0.7525999999999999,0.46959999999999996,0.42399999999999993,5,9.4,4.6,0.8,0.6522,0.514,0.5096,6.0,6.0,1,2005-02-22
5,10.6,2.6,4.2,0.7522,0.46980000000000005,0.3458,3,4.6,4.8,-6.0,0.7332000000000001,0.47719999999999996,0.349,7.0,6.0,0,2005-02-22
1,-4.4,-6.6,3.8,0.796,0.46440000000000003,0.40199999999999997,1,-11.0,-3.4,-2.2,0.7274,0.442,0.25739999999999996,6.0,6.0,1,2005-02-22
2,-6.8,-3.6,-7.6,0.7822,0.4202,0.29700000000000004,3,-0.8,1.2,-1.2,0.7538,0.4864,0.37479999999999997,7.0,6.0,1,2005-02-22
2,-8.4,1.6,-13.8,0.7592000000000001,0.413,0.3376,3,3.2,-3.6,0.2,0.7776,0.40199999999999997,0.3148,8.0,7.0,1,2005-02-23
3,8.0,8.0,5.4,0.722,0.43479999999999996,0.4816,4,10.0,3.6,4.8,0.7412,0.4686,0.3466,7.0,1.0,1,2005-02-23
3,7.6,4.4,5.6,0.7676000000000001,0.495,0.25460000000000005,4,1.2,5.8,-3.6,0.7354,0.45499999999999996,0.4044,6.0,1.0,1,2005-02-23
4,6.8,-0.6,2.4,0.777,0.426,0.3948,4,6.8,-0.6,3.4,0.6272,0.5114,0.4944,1.0,1.0,1,2005-02-23
3,0.2,1.2,0.0,0.7006,0.4862,0.3952,2,-2.6,-4.0,0.8,0.7576,0.4136,0.3928,1.0,1.0,1,2005-02-23
1,-4.6,-5.8,-1.8,0.6761999999999999,0.43579999999999997,0.3604,3,-3.8,2.4,-5.4,0.7734,0.4138,0.3116,7.0,1.0,0,2005-02-23
2,-3.6,-1.0,-2.8,0.7724,0.45759999999999995,0.23419999999999996,3,2.2,-1.6,-1.4,0.7605999999999999,0.4808,0.384,7.0,1.0,1,2005-02-23
1,-2.0,3.2,3.0,0.7232000000000001,0.4586,0.394,4,2.2,1.0,0.2,0.8114000000000001,0.4948,0.43019999999999997,8.0,6.0,0,2005-02-23
3,0.0,-5.8,2.4,0.7628,0.487,0.4154,0,-6.8,1.8,-0.4,0.7567999999999999,0.4326,0.30979999999999996,6.0,7.0,1,2005-02-23
3,-2.0,-3.8,4.6,0.6996,0.4678,0.4004,3,1.6,4.8,-7.8,0.7498,0.433,0.301,7.0,1.0,0,2005-02-23
2,-0.6,-0.8,0.6,0.6848,0.46559999999999996,0.376,0,-14.2,-5.0,-6.2,0.7264,0.43420000000000003,0.2624,7.0,1.0,1,2005-02-23
2,-1.2,-0.2,2.2,0.7994,0.471,0.3236,3,1.6,2.0,-3.6,0.7618,0.46319999999999995,0.284,2.0,8.0,1,2005-02-24
5,7.2,4.0,1.2,0.8076000000000001,0.5147999999999999,0.4444,2,-0.8,-4.0,3.6,0.7868,0.46399999999999997,0.36039999999999994,1.0,2.0,1,2005-02-24
0,-9.2,0.2,-1.0,0.7378,0.4391999999999999,0.2718,3,0.2,0.8,-1.4,0.8134,0.44079999999999997,0.3366,1.0,7.0,1,2005-02-24
4,2.0,3.6,-4.2,0.7468,0.4678,0.4018,2,-8.0,0.6,-12.0,0.7836000000000001,0.41240000000000004,0.3132,2.0,2.0,1,2005-02-25
2,-4.4,-2.8,1.6,0.774,0.40099999999999997,0.3404,1,-4.0,2.2,-6.8,0.7116,0.4192,0.3478,2.0,3.0,1,2005-02-25
4,5.8,-1.0,3.0,0.772,0.40919999999999995,0.3856,3,6.8,4.6,5.8,0.7894,0.4702,0.2286,2.0,2.0,1,2005-02-25
3,3.4,0.6,1.8,0.6636,0.4918,0.3826,2,-0.6,-7.2,1.8,0.8008000000000001,0.4678,0.4242,2.0,3.0,0,2005-02-25
2,-1.2,-2.0,1.4,0.8099999999999999,0.3712,0.2806,3,1.8,0.0,-0.4,0.762,0.4446,0.26719999999999994,2.0,2.0,0,2005-02-25
3,-3.4,-2.2,-4.0,0.805,0.41,0.2756,5,18.8,2.8,9.8,0.6694,0.49160000000000004,0.43599999999999994,2.0,3.0,0,2005-02-25
3,3.6,4.6,-6.2,0.742,0.43359999999999993,0.3376,2,-2.2,0.0,-3.4,0.7846,0.4332,0.2882,2.0,1.0,1,2005-02-25
1,-3.0,-0.8,0.0,0.6294000000000001,0.43079999999999996,0.3438,0,-14.2,-0.2,-5.2,0.711,0.4328,0.2536,2.0,2.0,1,2005-02-25
1,-5.0,3.4,0.4,0.7714000000000001,0.4244,0.362,2,-3.0,-2.4,-4.0,0.7363999999999999,0.4586,0.3644,2.0,2.0,0,2005-02-25
3,5.2,-0.6,2.4,0.6244,0.49399999999999994,0.426,3,-4.8,2.6,2.0,0.743,0.4356,0.30519999999999997,3.0,4.0,1,2005-02-26
1,-3.4,2.2,-6.0,0.7664,0.42119999999999996,0.3862,4,2.6,2.6,-2.2,0.7292,0.46880000000000005,0.4326,1.0,1.0,0,2005-02-26
3,4.6,2.4,3.8,0.8076000000000001,0.48460000000000003,0.40140000000000003,5,12.2,1.0,5.4,0.7782,0.42919999999999997,0.3832,2.0,1.0,1,2005-02-26
3,-0.2,2.8,-4.8,0.737,0.4596,0.2908,2,-2.2,-5.6,1.2,0.8198000000000001,0.4542,0.34059999999999996,2.0,2.0,0,2005-02-26
5,8.6,5.6,3.6,0.7682,0.5006,0.4353999999999999,3,3.0,-6.2,4.8,0.7577999999999999,0.49539999999999995,0.43979999999999997,2.0,3.0,0,2005-02-26
3,7.8,5.8,6.4,0.7218,0.4412,0.46099999999999997,1,-2.4,-4.8,1.8,0.7652,0.36319999999999997,0.2914,3.0,1.0,0,2005-02-26
2,-7.8,-9.2,2.8,0.6904,0.4734,0.38919999999999993,3,1.4,2.6,-1.8,0.7624,0.41179999999999994,0.27659999999999996,4.0,2.0,0,2005-02-27
2,-6.0,-2.0,-1.0,0.8119999999999999,0.3842,0.3512,3,3.0,5.2,4.2,0.7731999999999999,0.4492,0.233,2.0,2.0,1,2005-02-27
3,0.8,-5.2,1.8,0.8240000000000001,0.4646,0.41079999999999994,3,-3.2,0.4,-1.4,0.836,0.42139999999999994,0.3322,2.0,2.0,1,2005-02-27
2,-3.4,1.6,-0.4,0.669,0.47000000000000003,0.3202,3,4.0,3.2,-4.8,0.7698,0.4175999999999999,0.3376,2.0,2.0,1,2005-02-27
1,-10.0,2.6,-10.8,0.7752000000000001,0.4048,0.27819999999999995,2,-2.6,-6.2,-0.6,0.8198000000000001,0.45220000000000005,0.2912,2.0,1.0,0,2005-02-27
4,4.8,-5.0,3.4,0.7162,0.5178,0.4364,2,-5.0,-5.0,-4.4,0.7386,0.458,0.31579999999999997,1.0,2.0,0,2005-02-27
2,-6.4,-0.8,2.4,0.7114,0.4566,0.29579999999999995,3,3.8,-1.2,0.6,0.717,0.48179999999999995,0.3812,1.0,1.0,0,2005-02-27
2,-0.4,-1.0,-0.8,0.6759999999999999,0.45220000000000005,0.37720000000000004,5,18.6,0.2,7.2,0.674,0.5107999999999999,0.42519999999999997,4.0,2.0,0,2005-02-27
1,-7.4,0.0,-2.0,0.7438,0.43579999999999997,0.2052,0,-8.4,-0.4,-4.8,0.7203999999999999,0.45039999999999997,0.2952,3.0,2.0,1,2005-02-27
2,-1.6,-1.8,0.6,0.6392,0.4514,0.36039999999999994,2,-0.6,3.2,-1.0,0.7576,0.438,0.367,2.0,2.0,0,2005-02-27
3,3.8,3.6,2.8,0.7598,0.4532,0.35540000000000005,1,-4.4,4.6,2.0,0.7836000000000001,0.44139999999999996,0.4044,4.0,2.0,0,2005-02-27
2,-1.0,6.6,1.0,0.7649999999999999,0.4271999999999999,0.31639999999999996,3,9.0,8.4,4.4,0.7522,0.44139999999999996,0.4572,1.0,2.0,0,2005-02-28
3,6.2,3.8,4.0,0.7552,0.48819999999999997,0.4732,3,-1.6,3.0,0.2,0.8225999999999999,0.4474,0.3766,2.0,1.0,1,2005-02-28
4,7.8,3.8,2.4,0.767,0.505,0.4353999999999999,1,-8.6,-10.4,2.8,0.6872,0.4484,0.38919999999999993,2.0,1.0,1,2005-02-28
1,-6.6,3.2,2.2,0.8231999999999999,0.44239999999999996,0.36819999999999997,2,-5.4,1.0,0.4,0.741,0.44299999999999995,0.298,1.0,1.0,1,2005-02-28
3,6.6,1.8,3.8,0.7104,0.4848,0.3472,2,-3.6,0.4,-4.6,0.7382,0.44000000000000006,0.2786,2.0,3.0,0,2005-03-01
1,-3.6,2.2,-5.2,0.7358,0.41339999999999993,0.3548,3,-1.2,-4.2,-0.2,0.8044,0.466,0.3156,3.0,2.0,1,2005-03-01
4,9.4,-2.4,3.8,0.7984,0.4406,0.3356,3,-0.6,4.6,-6.0,0.7984,0.3978,0.32320000000000004,3.0,2.0,0,2005-03-01
4,4.6,3.0,0.4,0.8124,0.4084,0.26999999999999996,0,-9.0,-1.0,-6.4,0.7012,0.46579999999999994,0.3552,2.0,2.0,1,2005-03-01
4,2.4,1.2,-1.4,0.7445999999999999,0.4466,0.4816,2,0.8,-1.6,0.2,0.7282,0.46980000000000005,0.3166,3.0,2.0,0,2005-03-01
