home_WC_last5,home_D_PTS_last5,home_D_REB_last5,home_D_AST_last5,home_FT_PCT_last5,home_FG_PCT_last5,home_FG3_PCT_last5,away_WC_last5,away_D_PTS_last5,away_D_REB_last5,away_D_AST_last5,away_FT_PCT_last5,away_FG_PCT_last5,away_FG3_PCT_last5,HOME_WINS,GAME_DATE_EST
1,2.0,-4.0,-3.0,0.552,0.368,0.25,1,5.0,-3.0,6.0,0.7,0.324,0.16,0,2003-10-30
1,14.0,2.0,3.0,0.8,0.506,0.222,1,15.0,-5.0,9.0,0.5329999999999999,0.44,0.35,1,2003-10-31
1,3.0,5.0,-9.0,0.8,0.425,0.1669999999999999,1,25.0,1.0,9.0,0.667,0.487,0.417,1,2003-10-31
0,-23.0,-1.0,-14.0,0.75,0.366,0.417,0,-2.0,1.0,-3.0,0.742,0.392,0.3329999999999999,0,2003-10-31
1,2.0,-1.0,3.0,0.667,0.456,0.5,0,-6.0,-5.0,-1.0,0.944,0.422,0.222,0,2003-10-31
0,-3.0,-5.0,9.0,0.7390000000000001,0.407,0.364,1,6.0,5.0,1.0,0.643,0.447,0.1669999999999999,1,2003-10-31
1,11.0,5.0,5.0,0.618,0.494,0.267,1,23.0,1.0,14.0,0.731,0.507,0.313,0,2003-10-31
0,-25.0,-1.0,-9.0,0.613,0.317,0.231,0,-5.0,3.0,-6.0,0.737,0.3979999999999999,0.214,1,2003-10-31
0,-9.0,6.0,-1.0,0.8240000000000001,0.418,0.4,1,9.0,-6.0,1.0,0.645,0.408,0.31,0,2003-10-31
1,9.0,-8.0,-9.0,0.711,0.413,0.2,1,16.0,0.0,15.0,0.6,0.506,0.35,0,2003-11-01
0,-7.0,11.0,-5.0,0.762,0.429,0.3329999999999999,0,-9.0,8.0,9.0,0.583,0.43,0.25,1,2003-11-01
0,-17.0,-6.0,-11.0,0.8059999999999999,0.356,0.308,1,11.0,-7.0,10.0,0.7829999999999999,0.514,0.545,1,2003-11-01
0,-8.0,-6.0,-3.0,0.7829999999999999,0.268,0.154,0,-2.0,4.0,3.0,0.8240000000000001,0.4,0.313,1,2003-11-01
0,-8.0,1.0,0.0,0.588,0.391,0.238,0,-11.0,7.0,-10.0,0.767,0.418,0.0,1,2003-11-01
1,8.0,-1.0,0.0,0.862,0.436,0.143,1,7.0,-11.0,5.0,0.7140000000000001,0.575,0.556,1,2003-11-01
1,17.0,6.0,11.0,0.75,0.487,0.5710000000000001,0,-2.0,-5.0,3.0,0.758,0.37,0.231,0,2003-11-01
0,-23.0,-7.0,-14.0,0.818,0.3329999999999999,0.2,1,3.0,12.0,7.0,0.833,0.386,0.3329999999999999,1,2003-11-01
1,2.0,7.0,1.0,0.885,0.449,0.368,1,2.0,5.0,-3.0,0.667,0.472,0.231,1,2003-11-01
0,-6.0,-5.0,-5.0,0.7140000000000001,0.4,0.583,0,-14.0,-24.0,0.0,0.75,0.3879999999999999,0.25,0,2003-11-01
0,-2.0,-7.0,-1.0,0.848,0.41,0.316,1,12.0,-3.0,1.0,0.8,0.435,0.357,0,2003-11-01
0,-3.0,-12.0,-7.0,0.762,0.4429999999999999,0.143,1,23.0,7.0,14.0,0.625,0.456,0.133,0,2003-11-01
1,14.0,24.0,0.0,0.647,0.542,0.267,1,6.0,5.0,5.0,0.759,0.4,0.5,1,2003-11-01
1,4.0,14.0,2.0,0.6920000000000001,0.457,0.154,1,14.0,12.0,-4.0,0.895,0.594,0.385,1,2003-11-02
0,-11.0,-17.0,-1.0,0.762,0.39,0.417,0,-12.0,-2.0,0.0,0.938,0.408,0.077,0,2003-11-03
0,-4.0,-16.0,4.0,0.677,0.4679999999999999,0.375,1,7.0,-8.0,3.0,0.586,0.479,0.5,1,2003-11-03
1,8.0,-2.0,10.0,0.545,0.417,0.231,1,12.0,2.0,0.0,0.743,0.429,0.3329999999999999,1,2003-11-03
0,-30.0,-9.0,-13.0,0.75,0.28,0.25,0,-8.0,2.0,-10.0,0.75,0.364,0.133,0,2003-11-03
1,25.0,11.0,3.0,0.8390000000000001,0.517,0.391,0,-12.0,3.0,-1.0,0.769,0.357,0.111,1,2003-11-03
0,-25.0,-11.0,-3.0,0.8,0.44,0.25,1,17.0,-10.0,10.0,0.818,0.456,0.4,1,2003-11-03
1,19.0,1.0,4.0,0.759,0.494,0.4,0,-14.0,-12.0,4.0,0.545,0.4679999999999999,0.526,0,2003-11-03
0,-8.0,4.0,-2.0,0.72,0.382,0.4,0,-10.0,7.0,-6.0,0.667,0.47,0.5,1,2003-11-04
1,30.0,9.0,13.0,0.519,0.4479999999999999,0.4,1,15.0,0.0,6.0,0.682,0.425,0.364,0,2003-11-04
1,13.0,-9.0,8.0,0.9,0.425,0.429,1,32.0,-1.0,7.0,0.789,0.521,0.6,0,2003-11-04
1,4.0,16.0,-4.0,0.568,0.4479999999999999,0.286,1,21.0,8.0,1.0,0.821,0.488,0.4,1,2003-11-04
1,11.0,-12.0,-3.0,0.7709999999999999,0.485,0.25,0,-10.0,-8.0,1.0,0.588,0.407,0.222,0,2003-11-05
0,-13.0,9.0,-8.0,0.7,0.42,0.214,1,10.0,-7.0,6.0,0.941,0.506,0.474,1,2003-11-05
0,-7.0,-2.0,-10.0,0.815,0.25,0.25,0,-32.0,1.0,-7.0,0.72,0.266,0.429,0,2003-11-05
1,7.0,2.0,10.0,0.941,0.4029999999999999,0.083,0,-6.0,4.0,-3.0,0.867,0.4,0.474,0,2003-11-05
1,11.0,17.0,1.0,0.821,0.417,0.429,0,-7.0,8.0,-3.0,0.8420000000000001,0.407,0.308,1,2003-11-05
0,-19.0,-1.0,-4.0,0.765,0.479,0.182,0,-11.0,0.0,-9.0,0.667,0.291,0.222,0,2003-11-05
0,-5.0,-20.0,4.0,0.833,0.444,0.429,0,-21.0,-8.0,-1.0,0.6920000000000001,0.363,0.267,0,2003-11-05
1,5.0,20.0,-4.0,0.7240000000000001,0.4320000000000001,0.3329999999999999,0,-4.0,-14.0,-2.0,1.0,0.413,0.471,1,2003-11-05
0,-15.0,0.0,-6.0,0.579,0.3720000000000001,0.2,1,10.0,8.0,-1.0,0.652,0.4270000000000001,0.3329999999999999,1,2003-11-05
0,-11.0,12.0,3.0,0.643,0.392,0.273,1,8.0,-4.0,2.0,0.7140000000000001,0.373,0.316,1,2003-11-05
1,7.0,4.0,4.0,0.634,0.342,0.267,1,6.0,-4.0,3.0,0.61,0.46,0.421,0,2003-11-06
0,-11.0,-9.0,4.0,0.773,0.3379999999999999,0.3329999999999999,1,11.0,0.0,9.0,0.7390000000000001,0.355,0.0,0,2003-11-06
0,-17.0,10.0,-10.0,0.882,0.275,0.375,0,-10.0,-2.0,-7.0,0.8,0.376,0.182,1,2003-11-06
1,6.0,-3.0,0.0,0.92,0.542,0.455,0,-7.0,-7.0,2.0,0.833,0.407,0.235,0,2003-11-07
0,-11.0,-13.0,-3.0,0.7140000000000001,0.375,0.313,0,-6.0,-13.0,5.0,0.737,0.407,0.4379999999999999,1,2003-11-07
1,27.0,9.0,4.0,0.645,0.446,0.278,1,11.0,13.0,3.0,0.8,0.461,0.1,1,2003-11-07
1,8.0,5.0,-4.0,0.688,0.413,0.444,1,16.0,-7.0,-3.0,0.818,0.4679999999999999,0.385,1,2003-11-07
1,19.0,-1.0,4.0,0.7929999999999999,0.535,0.346,1,6.0,13.0,-5.0,0.826,0.462,0.5,1,2003-11-07
1,7.0,7.0,-2.0,0.917,0.451,0.433,1,3.0,19.0,0.0,0.622,0.435,0.214,1,2003-11-07
1,4.0,-14.0,-2.0,0.556,0.4320000000000001,0.368,0,-19.0,1.0,-4.0,0.833,0.4039999999999999,0.381,0,2003-11-07
1,6.0,-7.0,-1.0,0.81,0.478,0.5,0,-4.0,14.0,2.0,0.677,0.379,0.222,1,2003-11-07
1,10.0,2.0,7.0,0.917,0.4270000000000001,0.433,1,6.0,0.0,2.0,0.75,0.397,0.444,1,2003-11-07
0,-8.0,-5.0,4.0,0.941,0.473,0.154,0,-6.0,7.0,1.0,0.8240000000000001,0.408,0.7140000000000001,0,2003-11-07
0,-6.0,3.0,0.0,0.7,0.46,0.4,0,-4.0,5.0,3.0,0.722,0.515,0.444,0,2003-11-07
0,-16.0,7.0,3.0,0.667,0.44,0.286,1,4.0,-5.0,-3.0,0.857,0.5,0.643,1,2003-11-07
0,-6.0,2.0,-2.0,0.952,0.384,0.273,0,-8.0,-17.0,-1.0,0.8,0.4,0.148,1,2003-11-08
0,-7.0,-4.0,-4.0,0.875,0.353,0.3329999999999999,1,29.0,16.0,6.0,0.722,0.456,0.5,0,2003-11-08
0,-1.0,5.0,2.0,0.75,0.444,0.5,1,26.0,10.0,4.0,0.731,0.397,0.357,1,2003-11-08
1,19.0,4.0,2.0,0.727,0.573,0.522,0,-21.0,-9.0,-1.0,0.5,0.4270000000000001,0.4,0,2003-11-08
0,-6.0,-5.0,-2.0,0.862,0.419,0.182,1,3.0,18.0,-11.0,0.875,0.488,0.444,1,2003-11-08
1,11.0,9.0,-4.0,0.647,0.53,0.5,0,-29.0,-16.0,-6.0,0.5379999999999999,0.3879999999999999,0.294,1,2003-11-08
0,-3.0,-19.0,0.0,0.818,0.407,0.467,0,-6.0,0.0,-2.0,0.818,0.354,0.3329999999999999,0,2003-11-08
0,-18.0,3.0,-1.0,0.5,0.439,0.3329999999999999,0,-27.0,-9.0,-4.0,0.5,0.3670000000000001,0.3329999999999999,1,2003-11-08
1,18.0,-3.0,1.0,0.526,0.488,0.421,0,-7.0,4.0,-7.0,0.7859999999999999,0.4379999999999999,0.1,0,2003-11-09
1,21.0,9.0,1.0,0.657,0.475,0.583,1,1.0,-5.0,-2.0,0.76,0.423,0.3329999999999999,0,2003-11-09
1,6.0,5.0,2.0,0.7859999999999999,0.4479999999999999,0.5,1,7.0,-2.0,0.0,0.7829999999999999,0.424,0.286,1,2003-11-09
0,-26.0,-10.0,-4.0,0.6,0.368,0.125,0,-2.0,-1.0,-3.0,0.708,0.384,0.45,1,2003-11-09
0,-7.0,2.0,0.0,0.857,0.444,0.214,0,-3.0,-18.0,11.0,0.7140000000000001,0.517,0.429,1,2003-11-09
1,6.0,-2.0,2.0,0.738,0.433,0.462,1,8.0,17.0,1.0,0.7,0.481,0.286,0,2003-11-10
0,-3.0,4.0,-3.0,0.8079999999999999,0.325,0.188,1,7.0,2.0,1.0,0.815,0.45,0.667,1,2003-11-10
1,3.0,1.0,-2.0,0.833,0.594,0.5379999999999999,0,-13.0,-2.0,-14.0,0.846,0.347,0.286,0,2003-11-10
1,13.0,4.0,8.0,0.677,0.524,0.25,0,-3.0,-11.0,-7.0,0.857,0.418,0.45,1,2003-11-10
0,-7.0,-2.0,-1.0,0.75,0.434,0.364,0,-19.0,-4.0,-2.0,0.731,0.461,0.3,1,2003-11-10
0,-13.0,-4.0,-8.0,0.667,0.449,0.25,0,-11.0,-16.0,-10.0,0.75,0.417,0.25,0,2003-11-11
1,11.0,16.0,10.0,0.75,0.4589999999999999,0.357,1,9.0,10.0,-9.0,0.75,0.434,0.267,0,2003-11-11
1,9.0,5.0,2.0,0.81,0.4579999999999999,0.455,0,-10.0,5.0,-4.0,0.737,0.379,0.0559999999999999,0,2003-11-11
1,3.0,-4.0,3.0,0.5329999999999999,0.4,0.25,0,-3.0,-1.0,2.0,0.758,0.462,0.375,1,2003-11-11
1,10.0,16.0,2.0,0.682,0.45,0.409,0,-9.0,-5.0,-2.0,0.762,0.341,0.4379999999999999,1,2003-11-11
0,-9.0,-10.0,9.0,0.632,0.356,0.316,1,14.0,4.0,0.0,0.758,0.4379999999999999,0.3,1,2003-11-11
1,7.0,-4.0,7.0,0.9,0.425,0.5,1,13.0,2.0,14.0,0.769,0.487,0.385,1,2003-11-11
1,2.0,1.0,3.0,0.765,0.4529999999999999,0.385,1,10.0,-5.0,4.0,0.789,0.479,0.5329999999999999,1,2003-11-11
0,-10.0,1.0,-6.0,0.667,0.44,0.412,0,-3.0,-16.0,3.0,0.654,0.414,0.357,1,2003-11-12
1,3.0,11.0,7.0,0.579,0.429,0.368,1,2.0,7.0,-2.0,0.8420000000000001,0.452,0.35,0,2003-11-12
1,3.0,4.0,1.0,0.778,0.488,0.455,0,-12.0,-15.0,4.0,0.952,0.5429999999999999,0.389,0,2003-11-12
0,-3.0,-4.0,-1.0,0.68,0.45,0.292,0,-6.0,1.0,-20.0,0.7709999999999999,0.397,0.286,1,2003-11-12
0,-28.0,-15.0,-21.0,0.7,0.481,0.35,0,-9.0,5.0,-2.0,0.818,0.408,0.25,1,2003-11-12
0,-10.0,-16.0,-2.0,0.75,0.405,0.444,1,10.0,-1.0,6.0,0.7140000000000001,0.488,0.375,0,2003-11-12
0,-14.0,-4.0,0.0,0.75,0.4320000000000001,0.222,1,9.0,-5.0,2.0,0.636,0.4429999999999999,0.3329999999999999,0,2003-11-12
1,2.0,2.0,5.0,0.462,0.413,0.462,0,-8.0,-6.0,6.0,0.75,0.506,0.273,0,2003-11-12
0,-20.0,6.0,-6.0,0.607,0.347,0.125,1,14.0,15.0,8.0,0.895,0.444,0.556,1,2003-11-12
1,28.0,15.0,21.0,0.8,0.581,0.474,1,20.0,-6.0,6.0,0.9,0.449,0.417,1,2003-11-13
1,7.0,5.0,-8.0,0.6859999999999999,0.431,0.5,0,-2.0,-7.0,2.0,0.7140000000000001,0.434,0.5,0,2003-11-13
1,3.0,16.0,-3.0,0.667,0.456,0.429,1,6.0,-1.0,20.0,0.68,0.481,0.308,1,2003-11-13
1,15.0,3.0,7.0,0.622,0.416,0.286,0,-2.0,0.0,2.0,0.81,0.402,0.25,1,2003-11-14
1,8.0,6.0,-6.0,0.805,0.379,0.462,0,-10.0,10.0,2.0,0.667,0.452,0.25,1,2003-11-14
0,-2.0,-6.0,3.0,0.917,0.484,0.4579999999999999,0,-15.0,-3.0,-7.0,0.893,0.348,0.3329999999999999,1,2003-11-14
0,-11.0,-2.0,4.0,1.0,0.402,0.348,0,-5.0,-3.0,-5.0,0.72,0.429,0.222,1,2003-11-14
1,3.0,3.0,0.0,0.706,0.452,0.267,0,-7.0,5.0,2.0,0.7829999999999999,0.486,0.083,0,2003-11-14
1,2.0,0.0,-2.0,0.792,0.447,0.0,1,12.0,15.0,-4.0,0.8640000000000001,0.4639999999999999,0.462,0,2003-11-14
0,-2.0,-2.0,-5.0,0.789,0.412,0.455,1,5.0,-8.0,3.0,0.667,0.494,0.667,1,2003-11-14
1,5.0,-2.0,0.0,0.765,0.455,0.385,0,-7.0,9.0,-2.0,0.667,0.46,0.368,1,2003-11-14
0,-14.0,-10.0,9.0,0.667,0.36,0.111,0,-14.0,-15.0,-8.0,0.917,0.4029999999999999,0.4379999999999999,1,2003-11-14
0,-7.0,-5.0,8.0,0.667,0.3289999999999999,0.296,0,-5.0,2.0,0.0,0.5670000000000001,0.451,0.25,1,2003-11-14
1,7.0,-9.0,2.0,0.857,0.45,0.5,1,14.0,10.0,-9.0,0.8420000000000001,0.41,0.3329999999999999,1,2003-11-14
1,6.0,-11.0,-7.0,0.7859999999999999,0.494,0.267,0,-5.0,-8.0,-1.0,0.667,0.4479999999999999,0.6,1,2003-11-15
0,-5.0,6.0,2.0,0.913,0.38,0.235,0,-5.0,-5.0,4.0,1.0,0.425,0.2,0,2003-11-15
0,-5.0,8.0,-3.0,0.846,0.379,0.217,1,8.0,-2.0,-6.0,0.679,0.451,0.222,1,2003-11-15
0,-3.0,-3.0,0.0,0.679,0.419,0.5329999999999999,0,-23.0,-15.0,-9.0,0.762,0.365,0.381,0,2003-11-15
0,-9.0,7.0,-3.0,0.722,0.351,0.286,1,4.0,-8.0,-5.0,0.628,0.493,0.3329999999999999,1,2003-11-15
1,10.0,-10.0,-2.0,0.762,0.446,0.474,1,11.0,2.0,-4.0,0.821,0.45,0.105,1,2003-11-15
1,5.0,3.0,5.0,0.833,0.457,0.476,1,5.0,-4.0,6.0,0.618,0.435,0.5710000000000001,0,2003-11-15
0,-4.0,-10.0,-3.0,0.679,0.4479999999999999,0.286,0,-4.0,8.0,5.0,0.75,0.375,0.316,0,2003-11-15
1,7.0,-5.0,-2.0,0.7859999999999999,0.4629999999999999,0.5,1,2.0,6.0,-3.0,0.889,0.522,0.286,1,2003-11-15
0,-5.0,4.0,-6.0,0.909,0.375,0.353,1,23.0,15.0,9.0,0.765,0.402,0.5,0,2003-11-15
0,-30.0,-14.0,-19.0,0.778,0.3379999999999999,0.25,1,5.0,-6.0,-2.0,0.654,0.3879999999999999,0.35,1,2003-11-16
1,30.0,14.0,19.0,0.929,0.5,0.385,0,-6.0,11.0,7.0,0.76,0.418,0.188,1,2003-11-16
1,5.0,5.0,-4.0,0.7240000000000001,0.474,0.1669999999999999,1,4.0,10.0,3.0,0.7,0.409,0.4,1,2003-11-16
0,-7.0,7.0,-3.0,0.63,0.402,0.316,0,-22.0,-6.0,-7.0,0.789,0.361,0.235,1,2003-11-17
0,-3.0,-7.0,-8.0,0.741,0.337,0.182,0,-4.0,2.0,-11.0,0.861,0.369,0.25,0,2003-11-17
0,-1.0,21.0,1.0,0.7140000000000001,0.488,0.429,1,9.0,-7.0,3.0,0.767,0.41,0.4,1,2003-11-17
0,-15.0,1.0,-4.0,0.767,0.382,0.3329999999999999,0,-24.0,-13.0,-15.0,0.556,0.337,0.385,0,2003-11-17
0,-5.0,18.0,1.0,0.696,0.44,0.417,0,-3.0,-3.0,-10.0,0.769,0.436,0.4,1,2003-11-17
0,-9.0,4.0,-3.0,0.8240000000000001,0.4629999999999999,0.176,0,-8.0,6.0,-4.0,0.789,0.473,0.385,1,2003-11-18
1,5.0,-18.0,-1.0,0.774,0.493,0.444,0,-9.0,-5.0,-7.0,0.872,0.423,0.231,0,2003-11-18
1,24.0,13.0,15.0,0.789,0.475,0.4,0,-2.0,-12.0,-3.0,0.579,0.524,0.5,1,2003-11-18
1,8.0,-6.0,4.0,0.7859999999999999,0.474,0.481,0,-22.0,2.0,-12.0,0.5589999999999999,0.363,0.0,0,2003-11-18
0,-8.0,2.0,6.0,0.737,0.392,0.385,1,5.0,8.0,1.0,0.7609999999999999,0.382,0.3,1,2003-11-18
1,3.0,7.0,8.0,0.7,0.4370000000000001,0.125,1,3.0,3.0,10.0,0.731,0.41,0.348,1,2003-11-18
1,9.0,-4.0,3.0,0.6920000000000001,0.473,0.375,1,22.0,-2.0,12.0,0.7170000000000001,0.446,0.0,1,2003-11-18
1,15.0,-1.0,4.0,0.867,0.479,0.444,1,22.0,6.0,7.0,0.857,0.5,0.474,0,2003-11-18
0,-7.0,8.0,-4.0,0.7140000000000001,0.4429999999999999,0.3329999999999999,1,7.0,18.0,6.0,0.7240000000000001,0.527,0.5,1,2003-11-19
1,2.0,21.0,5.0,0.7879999999999999,0.364,0.0,1,2.0,12.0,3.0,0.857,0.424,0.625,0,2003-11-19
0,-13.0,-9.0,-10.0,0.762,0.321,0.4,0,-8.0,-7.0,-4.0,0.8420000000000001,0.377,0.25,1,2003-11-19
1,8.0,6.0,-1.0,0.813,0.325,0.321,0,-13.0,-1.0,-12.0,0.625,0.447,0.3,1,2003-11-19
1,3.0,9.0,1.0,0.882,0.3720000000000001,0.435,0,-10.0,-19.0,2.0,0.826,0.469,0.125,0,2003-11-19
1,7.0,-7.0,3.0,0.688,0.449,0.3329999999999999,1,10.0,19.0,-2.0,0.833,0.568,0.222,0,2003-11-19
1,4.0,-2.0,11.0,0.868,0.418,0.182,0,-8.0,-6.0,1.0,0.741,0.315,0.0,0,2003-11-19
1,9.0,5.0,7.0,0.75,0.39,0.375,1,8.0,-5.0,-1.0,0.629,0.481,0.3,1,2003-11-19
0,-3.0,-9.0,-1.0,0.774,0.37,0.143,1,3.0,12.0,2.0,0.6920000000000001,0.407,0.3329999999999999,0,2003-11-19
1,1.0,-21.0,-1.0,0.6920000000000001,0.4579999999999999,0.611,0,-8.0,5.0,1.0,0.8440000000000001,0.319,0.5329999999999999,1,2003-11-19
1,7.0,-8.0,4.0,0.7,0.471,0.45,1,13.0,1.0,12.0,0.5329999999999999,0.5,0.588,1,2003-11-20
1,13.0,1.0,11.0,0.7190000000000001,0.474,0.0,0,-2.0,-21.0,-5.0,0.758,0.429,0.375,1,2003-11-20
1,8.0,-4.0,3.0,0.821,0.58,0.353,0,-7.0,16.0,-8.0,0.75,0.419,0.263,1,2003-11-21
0,-7.0,-18.0,-6.0,0.696,0.439,0.37,0,-7.0,-8.0,4.0,0.7390000000000001,0.4379999999999999,0.263,0,2003-11-21
1,1.0,3.0,-8.0,0.733,0.479,0.3329999999999999,1,2.0,-1.0,-6.0,0.563,0.436,0.5329999999999999,1,2003-11-21
0,-2.0,1.0,6.0,0.6,0.4529999999999999,0.176,0,-1.0,-3.0,8.0,0.625,0.447,0.389,1,2003-11-21
1,21.0,0.0,1.0,0.787,0.4320000000000001,0.375,0,-13.0,-1.0,-11.0,0.778,0.407,0.133,1,2003-11-21
0,-8.0,4.0,-3.0,0.73,0.471,0.143,0,-8.0,-9.0,2.0,0.7829999999999999,0.3829999999999999,0.462,1,2003-11-21
0,-11.0,-3.0,4.0,0.778,0.4679999999999999,0.25,1,13.0,9.0,10.0,0.85,0.462,0.0,0,2003-11-21
0,-3.0,-2.0,7.0,0.7140000000000001,0.4429999999999999,0.143,1,8.0,7.0,4.0,0.875,0.4579999999999999,0.286,1,2003-11-21
1,7.0,8.0,-4.0,0.741,0.481,0.7140000000000001,0,-21.0,0.0,-1.0,1.0,0.429,0.263,1,2003-11-21
1,8.0,19.0,-1.0,0.5710000000000001,0.366,0.2269999999999999,1,13.0,7.0,8.0,0.885,0.423,0.182,0,2003-11-21
1,6.0,7.0,-1.0,0.8,0.42,0.5,0,-8.0,-19.0,1.0,0.762,0.406,0.25,1,2003-11-21
1,8.0,9.0,-2.0,0.765,0.3979999999999999,0.182,1,11.0,3.0,-4.0,0.774,0.389,0.421,1,2003-11-21
0,-3.0,-12.0,-2.0,0.913,0.39,0.235,0,-6.0,-7.0,1.0,0.789,0.406,0.222,0,2003-11-22
0,-39.0,-9.0,-17.0,0.769,0.3379999999999999,0.125,0,-14.0,5.0,-2.0,0.789,0.413,0.25,1,2003-11-22
0,-9.0,-8.0,4.0,0.9,0.395,0.231,1,2.0,5.0,4.0,0.889,0.4479999999999999,0.429,1,2003-11-22
1,14.0,-5.0,2.0,0.938,0.422,0.462,0,-13.0,-7.0,-8.0,0.767,0.365,0.083,1,2003-11-22
1,3.0,2.0,-7.0,0.8240000000000001,0.369,0.2269999999999999,1,21.0,5.0,21.0,0.8240000000000001,0.473,0.429,1,2003-11-22
1,7.0,-16.0,8.0,0.7140000000000001,0.513,0.5,0,-10.0,-11.0,-2.0,0.76,0.407,0.3,1,2003-11-22
0,-1.0,4.0,2.0,0.64,0.457,0.3329999999999999,0,-21.0,-5.0,-21.0,0.6579999999999999,0.408,0.286,1,2003-11-23
1,7.0,3.0,0.0,0.75,0.424,0.222,1,1.0,-4.0,-2.0,0.667,0.3929999999999999,0.455,1,2003-11-23
1,30.0,0.0,21.0,0.815,0.529,0.444,0,-7.0,-3.0,0.0,0.6,0.43,0.417,1,2003-11-23
1,1.0,1.0,3.0,0.722,0.431,0.462,0,-9.0,-6.0,-4.0,0.828,0.449,0.308,0,2003-11-23
1,9.0,8.0,-4.0,0.784,0.397,0.273,0,-1.0,4.0,5.0,0.6,0.3670000000000001,0.364,0,2003-11-23
1,10.0,11.0,2.0,0.741,0.4679999999999999,0.583,1,7.0,0.0,2.0,0.821,0.341,0.375,1,2003-11-23
0,-2.0,-5.0,-4.0,0.778,0.387,0.316,1,11.0,7.0,11.0,1.0,0.506,0.5,0,2003-11-24
0,-30.0,0.0,-21.0,0.875,0.396,0.143,1,1.0,-4.0,-5.0,0.682,0.392,0.214,0,2003-11-24
1,9.0,-9.0,4.0,0.933,0.447,0.2,0,-1.0,5.0,8.0,0.647,0.4,0.313,0,2003-11-24
0,-12.0,3.0,-10.0,0.9,0.44,0.4379999999999999,0,-7.0,0.0,-2.0,0.706,0.429,0.3329999999999999,0,2003-11-24
1,3.0,-8.0,12.0,0.667,0.42,0.455,0,-1.0,-1.0,-3.0,0.765,0.485,0.2,0,2003-11-25
0,-6.0,-6.0,2.0,0.467,0.386,0.067,0,-3.0,8.0,-12.0,0.667,0.386,0.35,0,2003-11-25
1,11.0,17.0,8.0,0.833,0.461,0.52,0,-32.0,-7.0,-14.0,0.773,0.472,0.3329999999999999,1,2003-11-25
0,-14.0,9.0,-12.0,0.821,0.389,0.2,1,2.0,-4.0,8.0,0.75,0.535,0.462,1,2003-11-25
1,20.0,6.0,2.0,0.75,0.425,0.143,0,-11.0,-7.0,-11.0,0.906,0.389,0.5,1,2003-11-25
0,-2.0,4.0,-8.0,0.833,0.3779999999999999,0.353,1,1.0,-5.0,-8.0,0.667,0.348,0.304,1,2003-11-25
1,11.0,10.0,0.0,0.667,0.415,0.357,1,12.0,-3.0,10.0,0.923,0.524,0.3329999999999999,1,2003-11-25
1,14.0,-9.0,12.0,0.846,0.472,0.529,0,-11.0,-17.0,-8.0,0.625,0.519,0.3329999999999999,1,2003-11-25
1,39.0,9.0,17.0,0.75,0.518,0.5329999999999999,0,-26.0,-10.0,-2.0,0.615,0.489,0.267,1,2003-11-26
0,-30.0,-8.0,-5.0,0.696,0.397,0.286,1,26.0,10.0,2.0,0.8,0.528,0.375,1,2003-11-26
1,32.0,7.0,14.0,0.9,0.5920000000000001,0.5710000000000001,1,1.0,-19.0,-7.0,0.882,0.429,0.6,1,2003-11-26
1,9.0,6.0,4.0,0.821,0.467,0.462,1,15.0,9.0,9.0,0.69,0.494,0.429,1,2003-11-26
0,-23.0,-12.0,-13.0,0.773,0.389,0.3329999999999999,1,6.0,-2.0,4.0,0.857,0.3879999999999999,0.182,0,2003-11-26
